創世記 1 1| 源起頭上帝創造天kap地。
尼希米記 13 16| Koh有Chhui-lô人tiàm tī hit中間，帶魚kap ta̍k樣ê貨物，tī安歇日賣hō͘猶大人，tī耶路撒冷。
尼希米記 13 17| 我就出力責備猶大hiah-ê貴族，kā in講，Lín行chit號pháiⁿ干犯安歇日是啥事ah？
尼希米記 13 18| 前lín ê列祖kiám無án-ni行，咱ê上帝kiám無將chit-ê一切ê災厄臨到咱kap chit-ê城mah？Taⁿ lín iáu-kú犯tio̍h安歇日，hō͘受氣臨到以色列益發傷重。
尼希米記 13 19| Tī安歇日前耶路撒冷城門黃昏ê時，我就命令人關門，koh命令安歇日未過身m̄-thang開；我派我kúi-nā ê奴僕管理城門，免得有人tī安歇日擔甚麼擔入來。
尼希米記 13 20| Tùi án-ni，seng-lí人，kap販賣ta̍k項貨物ê，一兩pái歇暝tī耶路撒冷ê城外。
尼希米記 13 21| 我就責備in講，Lín啥事歇暝tī城門口ah？若koh án-ni，我beh下手掠lín。Tùi chit-tia̍p以後，in tī安歇日無koh來。
尼希米記 13 22| 我命令利未人清氣家己，來顧守城門，hō͘安歇日做聖。我ê上帝ah，求你因為chit-ê事來記念我，照你ê大慈悲來疼惜我。
尼希米記 13 23| 當hiah-ê日我也看見猶大人娶A-si̍t-tu̍t、A-bûn、Mô͘-ap ê cha-bó͘-kiáⁿ做bó͘。
尼希米記 13 24| In ê kiáⁿ兒講話，一半講A-si̍t-tu̍t ê話，bōe曉講猶大ê話，所講ê就是照ta̍k族ê腔。
尼希米記 13 25| 我就大大責備in，罵in，phah in kúi-nā人，chhoah in ê頭毛，kah in kí上帝來chiù-chōa，講，Lín m̄-thang用家己ê cha-bó͘-kiáⁿ嫁hō͘ in ê kiáⁿ，也m̄-thang為lín ê kiáⁿ，lín本身，娶in ê cha-bó͘-kiáⁿ。
尼希米記 13 26| 以色列王所羅門kiám m̄是tī chit號事犯罪mah？tī chōe-chōe國ê中間無一個王親像伊，koh得tio̍h伊ê上帝疼伊，上帝設立伊做以色列全國ê王；總是外邦ê cha-bó͘-kiáⁿ尚且hō͘伊犯罪。
尼希米記 13 27| Án-ni阮kiám聽(thèng)lín行chit號大pháiⁿ，娶外邦ê女子，干犯咱ê上帝mah？
尼希米記 13 28| 祭司頭Í-lī-a-si̍t ê孫，Iâ-hô-iâ-tāi ê kiáⁿ，有一個是Hô-lûn人Chham-pa-la̍h ê kiáⁿ婿；我就趕伊離開我。
尼希米記 13 29| 我ê上帝ah，求你記得in；因為in phah lâ-sâm祭司ê職，背祭司利未人ê約。
尼希米記 13 30| Án-ni我kā in除去一切外邦人ê款，koh設立祭司kap利未人ê班，各盡in ê職；
尼希米記 13 31| 料理定tio̍h期燒祭ê柴，以及起頭熟ê土產。我ê上帝ah，求你記念我，賞賜我福氣。
以斯帖記 1 1| 當A-hap-sûi-ló͘ ê時，(chit-ê A-hap-sûi-ló͘管轄一百二十七省，tùi印度到Kó͘-si̍t；)
以斯帖記 1 2| 當hiah-ê日，A-hap-sûi-ló͘王tī Su-san王宮坐伊ê國位。
以斯帖記 1 3| 坐位第三年，為tio̍h伊一切ê首領人臣辦桌；波斯馬大有權勢ê，各省ê貴族kap首領，tī伊ê面前。
以斯帖記 1 4| Hit時顯出伊榮光ê國ê富有，kap家己好ê威嚴ê尊貴，歷過chōe-chōe日，就是一百八十日。
以斯帖記 1 5| Chiah-ê日已經滿，王koh為tio̍h tiàm tī Su-san宮大細ê百姓辦桌七日久，tī王宮園ê院；
以斯帖記 1 6| 有白，有青，有藍ê布薕，用幼苧kap紫色ê索縛銀環tī大理石ê柱；有金銀ê床，排tī紅、白、黃、烏，大理石所鋪ê地。
以斯帖記 1 7| 用金ê器具hō͘人lim，器具一個一-款；王ê酒真chōe，照王ê富足；
以斯帖記 1 8| lim酒有定tio̍h ê例，m̄准勉強人，因為王命令宮內一切ê臣僕，hō͘人各照伊ê意思。
以斯帖記 1 9| 王后Óa-si̍t-thê tī A-hap-sûi-ló͘王ê宮內，也為tio̍h婦女辦桌。
以斯帖記 1 10| 到第七日王為tio̍h酒心tek-kái，就命令Bí-hō͘-bān、Pí-su-tha、Hap-pho-ná、Pí-kek-tha、A-poa̍t-tha、Se-ta̍t、Kah-ka，就是常常跟隨tī A-hap-sûi-ló͘王面前hit七個太監，
以斯帖記 1 11| 帶王后Óa-si̍t-thê 戴王后ê冕旒到王ê面前，hō͘ hiah-ê百姓人臣看伊ê súi，因為伊ê面貌真好看；
以斯帖記 1 12| 總是王后Óa-si̍t-thê m̄肯來，m̄-thàn太監所傳王ê命令；所以王真受氣，心內親像火to̍h。
以斯帖記 1 13| 王就問hiah-ê bat時事有智慧ê人，(因為王有定tio̍h ê例，beh辦tāi-chì tio̍h事先問知律例，明白法度ê人。
以斯帖記 1 14| Hit時tī王ê左右常常見王ê面，tī國內坐高位ê，有波斯kap馬大七個大臣，就是Kah-sī-ná、Sī-ta̍t、Ap-má-tha、Tha-si、Bí-le̍k、Má-se-ná、Bí-bó͘-kan；)
以斯帖記 1 15| 王問in講，王后Óa-si̍t-thê無遵thàn太監所傳A-hap-sûi-ló͘王ê命令，taⁿ照例咱tio̍h怎樣辦伊ah？
以斯帖記 1 16| Bí-bó͘-kan tī王kap hiah-ê大臣ê面前應講，王后Óa-si̍t-thê所做ê m̄-nā koan-gāi王，也是koan-gāi A-hap-sûi-ló͘王tī ta̍k省所有ê大臣kap眾百姓；
以斯帖記 1 17| 因為王后所做ê事，beh傳到眾婦女，beh講，A-hap-sûi-ló͘王召王后Óa-si̍t-thê到王ê面前，總是伊m̄來，án-ni in會藐視in ê丈夫；
以斯帖記 1 18| 今á日波斯kap馬大ê眾夫人聽見王后所做ê事，beh對王ê大臣án-ni講；tùi án-ni， beh生起chōe-chōe藐視kap受氣。
以斯帖記 1 19| 王若掠做好，就出諭旨寫tī波斯kap馬大ê律例中，hō͘伊bōe改換得，m̄准Óa-si̍t-thê koh到A-hap-sûi-ló͘王ê面前；王也tio̍h將王后ê位賞賜比伊khah好ê人；
以斯帖記 1 20| 王所降ê諭旨遍傳tī伊ê國，(伊ê國闊大) ，就婦女lóng beh尊敬伊ê丈夫，無論尊貴卑賤。
以斯帖記 1 21| 王kap hiah-ê大臣lóng掠伊ê話做好；王就照Bí-bó͘-kan ê話來行；
以斯帖記 1 22| 出詔tī王hiah-ê省，到ta̍k省照in ê文字，到ta̍k位ê百姓照in ê腔口，hō͘做丈夫ê ta̍k-ê tī家內做主；ta̍k-ê照伊ê百姓ê腔口。
以斯帖記 2 1| Chiah-ê tāi-chì以後，A-hap-sûi-ló͘王ê受氣soah，就siàu念Óa-si̍t-thê kap伊ê所行，kap伊怎樣降旨來辦伊。
以斯帖記 2 2| Tùi án-ni，跟隨王ê人臣kā伊講，Tio̍h kā王chhē súi ê在室女kúi-nā人；
以斯帖記 2 3| 王tio̍h派官員tī伊國內ê ta̍k省，hō͘ in招集一切súi ê在室女到Su-san ê王宮，到女院，交hō͘王ê太監Hi-kai，就是掌管女子ê，也tio̍h供給in清氣身軀ê品料；
以斯帖記 2 4| 王所合意ê女子，thang設立伊做王后，來替Óa-si̍t-thê。王掠chit-ê事做好，就án-ni行。
以斯帖記 2 5| Su-san宮有一個猶大人，名叫Bo̍k-tí-kái，是便雅憫人Ki-sū ê曾孫，Sī-múi ê孫，Gâi-jíⁿ ê kiáⁿ；
以斯帖記 2 6| 前巴比倫王Nî-pò͘-kah-nî-sat遷徙猶大王Iâ-ko-nî-ngá，Bo̍k-tí-kái也tùi耶路撒冷受遷徙，tī hit-pang受掠ê人ê中間。
以斯帖記 2 7| 伊培養伊ê叔ê cha-bó͘-kiáⁿ Hap-tāi-sa，也名以斯帖，因為chit-ê cha-bó͘-gín-ná無父母；伊ê面貌súi koh好看；伊ê父母已經死，Bo̍k-tí-kái就接納伊做家己ê cha-bó͘-kiáⁿ。
以斯帖記 2 8| 王ê命令kap詔書已經宣布，就聚集chōe-chōe女子tī Su-san ê王宮；交tī Hi-kai ê手；hit時以斯帖也送入王宮，交hō͘管女子ê Hi-kai ê手。
以斯帖記 2 9| Chit-ê女子得tio̍h Hi-kai歡喜伊，好款待伊，趕緊用清氣身軀ê品料hō͘伊，kap伊應該得tio̍h ê份額；也tùi王宮將應該hō͘伊ê七個宮女hō͘伊；搬徙伊kap伊hiah-ê宮女到女院siōng好ê所在。
以斯帖記 2 10| 以斯帖m̄-bat kā人講伊是甚麼籍，甚麼族，因為Bo̍k-tí-kái kah伊m̄-thang kā人講。
以斯帖記 2 11| Bo̍k-tí-kái ta̍k日tī女院 ê頭前行來行去，ài知以斯帖平安á無，kap伊將來境遇怎樣。
以斯帖記 2 12| 照婦女ê例預備十二月日，就是六月日用沒藥ê油，六月日用香料kap女子清氣身軀ê別號物；清氣ê日已經滿，眾女子就照次序入去見A-hap-sûi-ló͘王。
以斯帖記 2 13| 女子入去見王是chit款；tùi女院到王宮ê時，見若伊所ài-ê lóng hō͘伊，伊續帶去；
以斯帖記 2 14| ê-hng時入去，隔早起tò來第二ê女院，交hō͘王ê太監，就是管理嬪妃ê，Sa-kah ê手；若m̄是王歡喜伊，koh提起伊ê名來召伊，就無koh入去見王。
以斯帖記 2 15| Bo̍k-tí-kái接納做伊ê cha-bó͘-kiáⁿ ê以斯帖，就是伊ê叔A-pí-hâi ê cha-bó͘-kiáⁿ，照次序tio̍h入去見王ê時，除去王ê太監掌管女子ê Hi-kai所派hō͘伊ê，另外無討別物；見若看tio̍h以斯帖ê lóng歡喜伊。
以斯帖記 2 16| A-hap-sûi-ló͘王坐位第七年十月，就是Thê-pia̍t月，以斯帖得tio̍h選入王宮見王。
以斯帖記 2 17| 王疼以斯帖贏過眾女子，伊tī王ê目睭前得tio̍h恩典寵愛，贏過眾在室女；王就用王后ê冕旒戴tī伊ê頭殼，設立伊做王后，來替Óa-si̍t-thê；
以斯帖記 2 18| Hit時王為hiah-ê大臣百官設大筵席，就是以斯帖ê筵席；koh 安撫ta̍k省，照王ê富足，賞賜物件。
以斯帖記 2 19| Hiah-ê在室女第二pái聚集ê時，Bo̍k-tí-kái坐tī王ê門。
以斯帖記 2 20| 以斯帖照Bo̍k-tí-kái所命令ê，bē-bat kā人講伊是甚麼族，甚麼籍；因為以斯帖遵thàn Bo̍k-tí-kái ê命令，親像前得tio̍h伊撫養ê時一樣。
以斯帖記 2 21| 當hiah-ê日，就是Bo̍k-tí-kái坐tī王ê門ê時，王ê太監中有顧門ê兩人，Phek-thàm kap Thê-lia̍t，受氣計謀beh害A-hap-sûi-ló͘王；
以斯帖記 2 22| Bo̍k-tí-kái知hit-ê tāi-chì，就kā王后以斯帖講；以斯帖就用Bo̍k-tí-kái ê名將hit-ê事講hō͘王知，
以斯帖記 2 23| 究勘chit-ê事，果然是實，就將兩人吊tī柴裡，用chit-ê事tī王ê面前記載tī歷史ê冊。
以斯帖記 3 1| Chiah-ê tāi-chì以後，A-hap-sûi-ló͘王舉起A-kah族Hap-bí-tāi-tha ê kiáⁿ Hap-bān，高升伊，hō͘伊ê位khah高tī一切同僚 ê人臣。
以斯帖記 3 2| 王ê人臣tiàm tī王ê門ê，lóng跪teh拜Hap-bān，因為王也bat命令tio̍h án-ni款待伊；獨獨Bo̍k-tí-kái m̄跪m̄拜。
以斯帖記 3 3| Hit時王ê人臣，tiàm tī王ê門ê，kā Bo̍k-tí-kái講，你啥事違逆王ê命令ah？
以斯帖記 3 4| In日日kā伊講，伊也m̄聽in；in就kā Hap-bān講，beh看Bo̍k-tí-kái ê事khiā能tiâu á-bōe；因為伊有kā in講伊是猶大人。
以斯帖記 3 5| Hap-bān看見Bo̍k-tí-kái m̄跪m̄拜伊；Hap-bān就滿腹受氣。
以斯帖記 3 6| In已經用Bo̍k-tí-kái ê本族kā Hap-bān講；Hap-bān掠做下手害Bo̍k-tí-kái一人是小khóa事，就計謀beh滅A-hap-sûi-ló͘ thong國ê猶大人，就是Bo̍k-tí-kái ê本族。
以斯帖記 3 7| 當A-hap-sûi-ló͘王第十二年正月，就是Nî-sàn月，人tī Hap-bān ê面前，將hiah-ê日日月月來poa̍h phó͘-jíⁿ，就是抽籤，poa̍h-tio̍h十二月就是A-ta̍t月。
以斯帖記 3 8| Hap-bān對A-hap-sûi-ló͘王講，有一族ê百姓，散開tī你ê國ta̍k省ê百姓中，in ê律例khah各樣tī萬百姓ê律例，也無守王ê律例；所以若容允in，實在無利益tī王。
以斯帖記 3 9| 王若掠做好，tio̍h出命令來滅in；我就用銀一萬tha-liân-tek交tī管理chit-ê事ê人ê手，thang收入王ê庫房。
以斯帖記 3 10| 王就剝伊家己ê手指hō͘猶大人ê對敵，A-kah族Hap-bí-tāi-tha ê kiáⁿ Hap-bān。
以斯帖記 3 11| 王kā Hap-bān講，chit-ê銀hō͘你，hit-ê百姓也hō͘你，照你所看做好ê處治in。
以斯帖記 3 12| 正月十三日就召王ê書記來，照Hap-bān一切所命令ê行文hō͘王ê人臣kap ta̍k省ê總督，kap眾百姓ê首領；到ta̍k省照in ê文字，到眾百姓照in ê腔口，用A-hap-sûi-ló͘王ê名寫伊，koh用王ê手指蓋印。
以斯帖記 3 13| Hit-ê詔是tùi王ê走文書ê傳到王ê ta̍k省，命令將猶大人，tùi少年到老，嬰á、婦人人，tī一日內，A-ta̍t月，就是十二月，十三日，剿滅伊，thâi死伊，hō͘伊死無，koh搶in ê貨財做贓物。
以斯帖記 3 14| Hit-ê諭旨ê稿，抄寄hō͘ ta̍k省，宣布hō͘眾百姓；hō͘ in預備thèng候hit日。
以斯帖記 3 15| 走文書ê thàn王ê命令，緊緊起身，chit-ê諭旨tī Su-san宮傳出。王kap Hap-bān坐teh lim酒；總是Su-san城大紛亂。
以斯帖記 4 1| Bo̍k-tí-kái已經知一切ê所做，Bo̍k-tí-kái就拆裂衫，穿麻衫，sám火灰，出去城內，大聲悲哀啼哭；
以斯帖記 4 2| 到tī王ê門前；因為見若穿麻衫ê bōe得thang入王ê門。
以斯帖記 4 3| Tī ta̍k省，就是王ê命令kap諭旨所到ê所在，tī猶大人ê中間，有悲哀禁食啼哭慘慼；koh有chōe-chōe人倒tī麻衫kap火灰裡。
以斯帖記 4 4| 以斯帖ê宮女kap伊ê太監來kā伊講；王后就憂悶到極；寄衣服hō͘ Bo̍k-tí-kái穿，ài thǹg去伊ê麻衫，總是伊m̄承受。
以斯帖記 4 5| 以斯帖就召王所派伺候伊ê太監，名叫Hap-tha-kek ê來，kah伊去Bo̍k-tí-kái hia，ài知chit-ê是甚麼tāi-chì，甚麼因端。
以斯帖記 4 6| Hap-tha-kek就出去到城ê寬闊ê所在，就是tī王ê門前，到Bo̍k-tí-kái hia。
以斯帖記 4 7| Bo̍k-tí-kái就將伊一切所tú-tio̍h-ê，以及Hap-bān所講beh獻tī王ê庫房ê銀確實ê數額，thang剿滅猶大人ê，lóng kā伊講；
以斯帖記 4 8| koh將伊抄寫tī Su-san城所傳beh剿滅猶大人ê諭旨hō͘伊，hō͘伊the̍h hō͘以斯帖看，續kā伊講明，koh吩咐伊入去見王來懇求伊，tī王ê面前為tio̍h本族ê百姓懇切祈求。
以斯帖記 4 9| Hap-tha-kek tò來用Bo̍k-tí-kái ê話kā以斯帖講。
以斯帖記 4 10| 以斯帖koh kā Hap-tha-kek講，託伊kā Bo̍k-tí-kái講，
以斯帖記 4 11| 王ê眾人臣，kap王hiah-ê省ê百姓，lóng知有一條定tio̍h ê例，若無受召，自專入內院見王ê，無論男女，若m̄是王kia̍h伊金ê柺á hō͘伊得tio̍h活ê，就tio̍h hō͘伊死；taⁿ我無受召到王hia已經三十日久lah。
以斯帖記 4 12| In就用以斯帖ê話kā Bo̍k-tí-kái講。
以斯帖記 4 13| Bo̍k-tí-kái吩咐人kā以斯帖講，你m̄-thang phah算你tī王宮內比眾猶大人khah能脫離；
以斯帖記 4 14| tī chit時你若靜靜lóng無講，猶大人beh tùi別位得tio̍h脫離，得tio̍h拯救，你kap你ê老父ê家會tú-tio̍h滅無；beh啥知你得tio̍h王后ê位m̄是為tio̍h今á日ê時勢ah？
以斯帖記 4 15| 以斯帖就吩咐人回覆Bo̍k-tí-kái講，
以斯帖記 4 16| 去招集tī Su-san所有ê猶大人，為tio̍h我禁食三日，日暝無食無lim；我kap我ê宮女也beh禁食；然後我beh無照例入去見王；死就hō͘伊死。
以斯帖記 4 17| Bo̍k-tí-kái就去，照以斯帖一切所命令ê去行。
以斯帖記 5 1| 第三日，以斯帖穿王后ê禮服，khiā tī王宮ê內院，tī王宮ê對面；hit時王tī王宮內坐伊ê王位，tī王宮ê門ê對面。
以斯帖記 5 2| 王看見王后以斯帖khiā tī院內，伊就得tio̍h恩典tī王ê目睭前；王kia̍h起手中所kia̍h ê金柺á ǹg以斯帖。以斯帖就進前，摸伊柺á ê尾溜。
以斯帖記 5 3| 王對伊講，王后以斯帖ah，你beh ti̍h甚麼，beh求甚麼？就若國ê一半，也beh hō͘你。
以斯帖記 5 4| 以斯帖講，王若掠做好，就請王kap Hap-bān今á日來赴我為tio̍h伊所設ê筵席。
以斯帖記 5 5| 王就講，命令Hap-bān緊緊來，thang照以斯帖所講ê去行。王kap Hap-bān就去赴以斯帖所設ê筵席。
以斯帖記 5 6| Tī酒筵ê中間，王koh kā以斯帖講，你所請是甚麼？beh hō͘你；你所求是甚麼？就若國ê一半，也beh做成伊。
以斯帖記 5 7| 以斯帖應講，我所請所求ê是án-ni；
以斯帖記 5 8| 我若得tio̍h恩典tī王ê目睭前，王若歡喜允准我所請，行我所求ê，就請王kap Hap-bān來赴我所beh替in設ê筵席；我明á日beh照王所講ê來行。
以斯帖記 5 9| Hit日Hap-bān歡喜，心內快樂，就出來；總是Hap-bān看見Bo̍k-tí-kái tī王ê門無起來，也無為tio̍h伊來振動，就滿心受氣Bo̍k-tí-kái。
以斯帖記 5 10| 總是Hap-bān家己勉強忍teh，tò去in厝；就差人叫伊ê朋友kap伊ê bó͘ Sè-lī-su。
以斯帖記 5 11| Hap-bān就將伊富有ê榮光，kap kiáⁿ兒ê chōe，kap王高升伊，舉起伊pôaⁿ過王hiah-ê首領人臣ê頂面，lóng講hō͘ in聽。
以斯帖記 5 12| Hap-bān koh講，王后以斯帖，除去我以外，m̄准甚麼人kap王赴伊所設ê筵席；明á日我又koh kap王hō͘伊請；
以斯帖記 5 13| 總是我看見猶大人Bo̍k-tí-kái坐tī王ê門，就chit-ê lóng無利益tī我。
以斯帖記 5 14| 伊ê bó͘ Sè-lī-su kap伊ê眾朋友kā伊講，Tio̍h khiā一個柴架高五十肘，明á早起求王召Bo̍k-tí-kái tī hí頂面：然後你thang歡歡喜喜kap王去赴筵席。Hap-bān o-ló伊ê話好，就kah人khiā柴架。
以斯帖記 6 1| Hit暝王bōe睏得，kah人the̍h歷史ê冊來；in就tī王ê面前讀伊。
以斯帖記 6 2| Tú-tio̍h冊裡有寫講，王顧門ê太監中有兩人，Phek-thàm kap Thê-lia̍t，計謀beh害A-hap-sûi-ló͘王；Bo̍k-tí-kái報告chit-ê事。
以斯帖記 6 3| 王講，為tio̍h chit-ê事，用甚麼榮光尊貴賞賜Bo̍k-tí-kái ah？伺候王ê人臣應講，無賞賜伊甚麼。
以斯帖記 6 4| 王講，Chī-chūi tī院內；hit時Hap-bān入王宮ê外院，beh求王召Bo̍k-tí-kái tī伊所kā伊khiā ê柴架。
以斯帖記 6 5| 王ê人臣kā伊講，Hap-bān khiā tī院內。王講，kah伊入來。
以斯帖記 6 6| Hap-bān就入去；王問伊講，王所ài榮光伊ê人，tio̍h怎樣款待伊？Hap-bān心內想講，王所ài榮光伊ê人，是誰能贏過我？
以斯帖記 6 7| Hap-bān就應王講，王所ài榮光伊ê人，
以斯帖記 6 8| tio̍h將王所穿ê王服，王所騎ê馬，頭殼頂戴冕旒ê；
以斯帖記 6 9| tio̍h將chit-ê衣服kap馬交tī王一個極尊貴ê人臣ê手，hō͘ in用hit領衫hō͘王所ài榮光伊ê人穿，koh hō͘伊騎馬遍遊城內ê街路，tī伊ê頭前宣布講，王所ài榮光ê人，beh án-ni款待伊。
以斯帖記 6 10| 王kā Hap-bān講，你緊緊去，將chit-ê衣服kap馬，照你所講ê，款待hit-ê坐tī王ê門ê猶大人Bo̍k-tí-kái；見若你所講ê m̄-thang少一項。
以斯帖記 6 11| Hap-bān就帶衣服kap馬來，koh hō͘ Bo̍k-tí-kái穿伊；也hō͘伊騎馬，遍遊tī城內ê街路，tī伊ê頭前宣布講，王所ài榮光伊ê人，beh án-ni款待伊。
以斯帖記 6 12| Bo̍k-tí-kái tò來王ê門。Hap-bān憂悶，罩伊ê頭殼，緊緊tò去in厝。
以斯帖記 6 13| Hap-bān將伊一切所tú-tio̍h-ê lóng kā伊ê bó͘ Sè-lī-su kap伊hiah-ê朋友講；伊hiah-ê知識ê人，kap伊ê bó͘ Sè-lī-su，kā伊講，你所起頭失敗tī伊面前ê Bo̍k-tí-kái，伊若果然是猶大ê種族，你的確bōe贏伊，beh tī伊ê面前失敗到底。
以斯帖記 6 14| In iáu teh kap伊講話ê時，王ê太監來，kah Hap-bān緊緊去赴以斯帖所設ê筵席。
以斯帖記 7 1| 王kap Hap-bān來赴王后以斯帖ê筵席。
以斯帖記 7 2| Chit-ê 第二日王tī酒筵席ê中間koh問以斯帖講，王后以斯帖ah，你所請是甚麼？beh hō͘你；你所求是甚麼？就國ê一半也beh做成伊。
以斯帖記 7 3| 王后以斯帖應講，王ah，我若得tio̍h恩典tī你ê目睭前，王若掠做好，就願你允我所請，用我ê性命hō͘我，允我ê所求，用我ê宗族hō͘我；
以斯帖記 7 4| 因為我kap我ê宗族受賣，beh剿滅，thâi死阮，hō͘阮死無；設使賣阮做奴僕做女婢，雖然對敵bōe會補王ê損失，我也靜靜。
以斯帖記 7 5| A-hap-sûi-ló͘王應王后以斯帖講，敢存心做chit-ê事ê是是誰？hit人tī toh落？
以斯帖記 7 6| 以斯帖講，仇讎對敵就是chit-ê pháiⁿ人Hap-bān。Hap-bān tī王kap王后ê面前就真驚。
以斯帖記 7 7| 王大受氣，tùi酒筵起來，入去王宮ê花園。Hap-bān也起來tùi王后以斯帖求性命，因為看見王決意beh刑罰伊。
以斯帖記 7 8| 王tùi王宮ê花園倒tńg來酒筵ê所在；hit時Hap-bān已經phah落tī以斯帖所tī-teh ê床；王講，伊koh tī宮內，tī我ê面前，beh凌辱王后mah？話tùi王ê嘴講出，人就蓋Hap-bān ê面。
以斯帖記 7 9| 伺候王ê太監有一個，名叫Hap-pho-ná，講，看ah，Hap-bān為tio̍h Bo̍k-tí-kái khiā一個五十肘高ê柴架；Bo̍k-tí-kái就是前日用盡忠ê話報王ê；taⁿ hit-ê架khiā tī Hap-bān ê家。王講，吊伊tī hit頂面。
